Member_number,Date,itemDescription,Frequency,Frequency_per_date,Item_Sold
3482,2014-07-24,brown bread,7,2,1
3220,2014-01-02,canned beer,12,2,1
1594,2014-05-28,specialty bar,6,2,1
4739,2014-12-04,onions,4,2,1
2107,2014-12-30,pip fruit,19,2,2
2543,2014-11-18,softener,10,2,1
3652,2014-11-15,frozen potato products,4,2,1
2164,2014-02-05,whole milk,25,2,4
4420,2014-10-27,coffee,6,2,1
1333,2014-07-15,UHT-milk,18,2,1
1055,2014-08-05,pork,6,2,2
2792,2014-07-28,pastry,15,2,4
2139,2014-02-10,other vegetables,12,2,4
4174,2014-10-18,whole milk,4,2,3
1073,2014-03-21,brown bread,12,2,2
3115,2014-07-18,sugar,16,2,1
4243,2014-01-15,napkins,16,2,1
2515,2014-12-12,bottled water,12,2,3
4214,2014-07-10,yogurt,13,2,3
4093,2014-09-08,citrus fruit,4,2,1
1317,2014-05-19,sausage,6,2,1
4061,2014-05-03,whole milk,6,2,5
1087,2014-12-11,coffee,21,2,1
4709,2014-03-09,beef,6,2,2
3670,2014-05-08,grapes,9,2,1
3713,2014-01-22,tropical fruit,8,2,2
4897,2014-09-14,hamburger meat,8,2,1
1361,2014-12-07,whole milk,17,2,2
4939,2014-09-17,margarine,17,2,1
4150,2014-08-17,root vegetables,12,2,4
4368,2014-02-20,salty snack,8,2,1
4933,2014-11-28,UHT-milk,21,2,1
1160,2014-02-04,yogurt,15,2,2
2330,2014-10-08,whole milk,4,2,4
3945,2014-01-25,pip fruit,6,2,1
1237,2014-01-25,butter milk,20,2,1
4302,2014-11-26,specialty bar,20,2,1
4020,2014-12-01,whole milk,5,2,4
1084,2014-04-18,pip fruit,2,2,2
1047,2014-12-17,pip fruit,6,2,1
1574,2014-03-04,white bread,23,2,1
4074,2014-11-14,herbs,9,2,2
1955,2014-06-22,soda,8,2,3
1622,2014-06-24,whole milk,10,2,4
1267,2014-05-15,butter,2,2,1
3253,2014-06-26,whole milk,4,2,3
2332,2014-01-16,rolls/buns,13,2,4
3181,2014-04-25,pastry,14,2,3
4374,2014-08-18,newspapers,4,2,2
4194,2014-12-25,frozen vegetables,14,2,1
4098,2014-09-12,tropical fruit,11,4,1
3808,2014-03-28,whipped/sour cream,10,2,2
3014,2014-12-20,tropical fruit,17,2,1
1094,2014-03-11,whole milk,20,2,4
4349,2014-01-29,rolls/buns,8,2,4
1557,2014-12-10,domestic eggs,4,2,2
4213,2014-04-28,other vegetables,8,2,1
2559,2014-07-07,other vegetables,6,2,3
1312,2014-12-13,hamburger meat,14,2,1
3426,2014-10-21,hard cheese,8,2,2
1648,2014-10-31,grapes,10,2,1
2617,2014-11-16,ham,16,2,1
4297,2014-08-04,margarine,23,2,1
2406,2014-09-25,butter,17,2,3
3030,2014-11-19,rolls/buns,10,2,4
2662,2014-08-03,sausage,6,2,1
3835,2014-04-25,soda,21,2,4
4633,2014-02-13,onions,14,2,1
3970,2014-11-02,berries,2,2,1
1723,2014-09-02,citrus fruit,10,2,4
2893,2014-11-02,hard cheese,11,2,2
4223,2014-06-15,whole milk,17,2,3
2221,2014-06-21,beef,6,2,1
1257,2014-05-19,frozen dessert,4,2,1
3825,2014-01-27,cream cheese ,2,2,1
2613,2014-05-24,domestic eggs,17,2,2
3498,2014-07-01,pip fruit,8,2,1
4258,2014-06-24,sausage,13,2,1
3081,2014-04-14,tropical fruit,15,2,3
3965,2014-10-16,sausage,8,2,1
4850,2014-03-26,red/blush wine,4,2,1
3437,2014-04-25,soda,14,2,4
1573,2014-04-20,tropical fruit,6,2,1
1169,2014-05-02,soda,21,2,2
4987,2014-07-27,rolls/buns,7,2,6
3011,2014-08-16,whipped/sour cream,11,2,1
2522,2014-05-26,pasta,8,2,2
4801,2014-10-03,misc. beverages,5,2,1
1509,2014-05-28,citrus fruit,18,2,1
1889,2014-11-01,whole milk,18,2,5
2450,2014-11-29,meat,6,2,2
1807,2014-08-20,finished products,6,2,2
4720,2014-08-14,rolls/buns,13,2,3
1310,2014-04-13,hard cheese,4,2,2
1339,2014-01-03,other vegetables,13,2,1
1256,2014-11-07,berries,12,2,2
4601,2014-02-10,other vegetables,15,2,4
1800,2014-08-30,whole milk,12,2,2
4679,2014-01-23,beef,22,2,2
1650,2014-06-27,cream cheese ,6,2,1
2360,2014-07-26,tropical fruit,6,2,4
2874,2015-09-09,butter,16,4,2
3556,2015-09-30,root vegetables,10,4,2
3255,2015-05-24,root vegetables,17,4,2
2521,2015-12-14,hard cheese,10,4,1
3220,2015-10-14,finished products,12,4,1
1381,2015-03-06,soda,15,4,3
4050,2015-07-06,butter,9,4,3
1872,2015-01-29,whole milk,10,4,1
4127,2015-04-11,butter,11,4,1
2833,2015-08-14,beef,4,4,2
2357,2015-09-23,shopping bags,20,4,2
2654,2015-03-03,root vegetables,19,4,2
4852,2015-04-28,spread cheese,20,4,1
2222,2015-07-21,other vegetables,19,4,6
2340,2015-07-12,berries,18,4,1
1987,2015-10-15,pork,9,4,2
3570,2015-09-02,other vegetables,11,4,4
1320,2015-01-19,pip fruit,10,4,4
2209,2015-07-20,tropical fruit,14,4,2
2500,2015-03-30,domestic eggs,9,4,1
3315,2015-09-12,whole milk,13,4,4
2548,2015-11-16,butter,10,4,2
4473,2015-09-07,pork,14,4,2
2271,2015-06-16,whole milk,31,4,7
4336,2015-10-10,rolls/buns,15,4,4
2763,2015-02-01,yogurt,10,4,6
2780,2015-10-11,other vegetables,6,4,7
2632,2015-01-16,rolls/buns,24,4,4
2568,2015-08-20,sugar,19,4,1
1729,2015-07-23,rolls/buns,15,4,1
3878,2015-07-28,pork,16,4,3
1225,2015-03-26,sliced cheese,21,4,1
1924,2015-11-17,rolls/buns,14,4,4
4335,2015-06-10,other vegetables,17,4,2
3182,2015-03-12,processed cheese,14,4,1
4303,2015-08-23,whole milk,25,4,5
3042,2015-10-02,canned beer,22,4,1
4493,2015-10-29,other vegetables,10,4,5
4194,2015-02-07,cream cheese ,14,4,1
3031,2015-12-18,fruit/vegetable juice,15,4,2
3891,2015-07-03,chicken,13,4,2
1062,2015-04-16,whole milk,16,4,4
2469,2015-03-23,rolls/buns,13,4,1
3719,2015-09-03,butter,19,4,2
3322,2015-02-11,fruit/vegetable juice,16,4,2
1336,2015-03-10,flour,9,4,1
1067,2015-07-20,tropical fruit,8,4,2
1998,2015-05-15,citrus fruit,27,4,5
1076,2015-10-14,whole milk,13,4,8
1992,2015-08-02,seasonal products,8,4,1
1261,2015-05-21,hard cheese,8,4,1
4409,2015-01-15,brown bread,7,4,1
3031,2015-08-30,bottled beer,15,4,5
2129,2015-03-18,pip fruit,16,4,2
1684,2015-01-03,whole milk,8,4,8
4240,2015-09-18,rolls/buns,15,4,3
2750,2015-09-14,whole milk,8,4,2
1379,2015-07-13,domestic eggs,28,4,1
4243,2015-08-22,root vegetables,16,4,2
2469,2015-01-12,pork,13,4,2
2346,2015-09-17,whole milk,15,4,5
2366,2015-08-18,yogurt,13,4,3
2374,2015-06-23,ham,14,4,1
1721,2015-10-15,rolls/buns,6,4,3
2877,2015-04-10,tropical fruit,6,4,4
3848,2015-10-11,butter,14,4,1
4344,2015-03-01,frozen meals,9,4,1
3475,2015-06-10,brown bread,10,4,1
3650,2015-07-17,curd,6,4,2
2318,2015-01-16,citrus fruit,6,4,1
1776,2015-03-02,grapes,14,4,1
3120,2015-07-07,berries,24,4,1
1194,2015-05-13,coffee,9,4,1
2089,2015-04-17,grapes,16,4,2
2095,2015-04-06,frozen meals,6,4,1
1736,2015-08-29,pickled vegetables,12,4,1
3718,2015-07-12,root vegetables,18,4,3
4950,2015-04-22,instant coffee,9,4,1
2481,2015-11-24,berries,6,4,1
1296,2015-11-06,root vegetables,17,4,6
2824,2015-12-07,tropical fruit,9,4,2
4852,2015-06-29,light bulbs,20,4,1
1648,2015-02-27,rolls/buns,10,4,4
3307,2015-10-06,yogurt,11,4,1
4259,2015-06-24,soda,12,4,2
2587,2015-06-02,pastry,13,4,1
4303,2015-04-08,specialty chocolate,25,4,1
1325,2015-05-26,long life bakery product,9,4,1
3351,2015-10-14,pork,6,4,3
1623,2015-01-18,ham,12,4,1
3119,2015-02-20,specialty bar,17,4,1
1211,2015-05-24,tropical fruit,16,4,4
4146,2015-02-09,packaged fruit/vegetables,15,4,1
1753,2015-02-26,other vegetables,17,4,7
4664,2015-05-26,root vegetables,8,4,4
3827,2015-11-03,frozen meals,17,4,1
1098,2015-09-27,frozen vegetables,24,4,1
4338,2015-08-27,tropical fruit,28,4,2
3712,2015-12-20,whole milk,8,4,1
1505,2015-10-27,canned beer,8,4,1
4478,2015-08-02,whole milk,9,4,2
4150,2015-08-23,brown bread,12,4,2
1118,2015-12-25,hair spray,18,4,1
2537,2015-05-07,other vegetables,8,4,5
1996,2015-05-10,roll products ,10,4,1
4267,2015-09-13,whole milk,14,4,3
4424,2015-10-16,ketchup,8,4,1
1948,2015-05-06,pet care,22,4,1
3495,2015-02-01,whole milk,22,4,9
2327,2015-03-18,bottled beer,10,4,2
3356,2015-01-12,whole milk,16,4,5
3926,2015-03-23,yogurt,18,4,4
4105,2015-12-03,curd,10,4,2
1884,2015-08-05,frozen potato products,12,4,1
4799,2015-02-09,sliced cheese,19,4,1
4915,2015-09-18,rolls/buns,16,4,3
2643,2015-12-01,coffee,12,4,2
3927,2015-09-03,other vegetables,9,4,4
2410,2015-11-18,hard cheese,11,4,2
1855,2015-04-28,canned beer,13,4,2
1245,2015-03-02,condensed milk,20,4,1
3138,2015-04-19,brown bread,13,4,2
1178,2015-04-19,ice cream,11,4,1
1870,2015-09-05,ice cream,25,4,2
4660,2015-07-10,dishes,8,4,1
3241,2015-08-09,root vegetables,9,4,3
4661,2015-04-18,flower (seeds),17,4,1
2407,2015-03-10,citrus fruit,10,4,1
2440,2015-06-19,bottled beer,25,4,3
4634,2015-05-15,pork,9,4,2
4112,2015-02-14,curd,18,4,1
2428,2015-08-21,pasta,17,4,1
3604,2015-03-14,root vegetables,15,4,2
3671,2015-08-03,whole milk,10,4,5
2880,2015-06-19,bottled beer,8,4,3
3946,2015-06-19,berries,13,4,3
4495,2015-06-20,sliced cheese,23,4,2
3355,2015-12-02,napkins,6,4,2
3959,2015-05-27,pip fruit,14,4,3
1583,2015-11-23,pip fruit,21,4,1
3998,2015-03-28,hard cheese,17,4,1
4509,2015-11-29,beef,20,6,3
1008,2015-10-03,liquor (appetizer),12,4,1
4894,2015-12-23,liquor,8,4,1
4252,2015-04-10,frozen potato products,9,4,1
3428,2015-03-16,cake bar,8,4,2
1988,2015-09-08,grapes,6,4,1
4662,2015-10-19,other vegetables,16,4,2
3165,2015-11-27,specialty chocolate,18,4,2
1920,2015-02-16,seasonal products,6,4,1
4157,2015-01-04,root vegetables,6,4,1
1945,2015-04-30,whole milk,14,4,6
4104,2015-07-27,whipped/sour cream,16,4,1
2865,2015-05-14,pork,8,4,2
4788,2015-04-28,butter milk,13,4,1
1903,2015-01-25,chicken,10,4,1
3578,2015-05-16,whole milk,6,4,9
2238,2015-12-06,butter,13,4,1
3671,2015-10-11,brown bread,10,4,1
3088,2015-12-03,whole milk,8,4,6
1832,2015-04-17,tropical fruit,16,4,3
4785,2015-09-13,tropical fruit,12,4,2
1322,2015-10-19,rolls/buns,15,4,3
4439,2015-03-18,ice cream,8,4,1
1698,2015-06-26,citrus fruit,9,4,3
3558,2015-04-25,soft cheese,17,4,1
3026,2015-01-01,tropical fruit,15,4,4
1127,2015-10-15,butter,12,4,2
4153,2015-02-05,hard cheese,22,4,3
4258,2015-04-22,whole milk,13,4,10
2582,2015-11-14,processed cheese,12,4,1
1466,2015-12-01,other vegetables,23,4,2
4185,2015-01-16,curd,6,4,2
1889,2015-02-09,long life bakery product,18,4,4
3396,2015-05-14,mayonnaise,13,4,1
3412,2015-01-26,other vegetables,4,4,6
3321,2015-07-13,coffee,14,4,1
3484,2015-11-21,whole milk,23,4,10
1937,2015-10-17,canned beer,13,4,3
2101,2015-12-20,frozen vegetables,11,4,2
4006,2015-12-18,butter,12,4,2
3732,2015-07-18,root vegetables,21,4,1
1276,2015-04-28,whole milk,13,4,4
4916,2015-03-01,hamburger meat,13,4,1
2040,2015-04-06,oil,15,4,1
2255,2015-05-01,cookware,12,4,1
1239,2015-07-25,yogurt,16,4,2
4992,2015-06-20,other vegetables,11,4,3
3225,2015-06-12,other vegetables,18,4,6
2421,2015-11-21,citrus fruit,21,4,1
3303,2015-01-25,citrus fruit,8,4,3
3455,2015-09-13,root vegetables,8,4,2
1484,2015-10-07,soda,8,4,2
3591,2015-05-11,citrus fruit,8,4,3
4613,2015-05-17,brown bread,12,4,1
1676,2015-10-11,whole milk,10,4,6
1259,2015-11-21,grapes,14,4,1
3930,2015-07-12,root vegetables,8,4,3
3995,2015-06-26,soda,4,4,2
1038,2015-12-14,whipped/sour cream,19,4,3
4794,2015-09-06,rolls/buns,11,4,4
3960,2015-09-21,whole milk,23,4,2
3077,2015-01-05,whole milk,17,4,6
1161,2015-03-14,yogurt,7,4,5
1800,2015-04-16,bottled water,12,4,1
1717,2015-11-09,rolls/buns,8,4,3
1888,2015-06-06,beef,14,4,3
2138,2015-03-04,white wine,18,4,1
1866,2015-02-13,specialty chocolate,18,4,1
4745,2015-09-29,rolls/buns,17,4,3
1269,2015-09-12,liquor,14,4,1
4721,2015-06-15,canned beer,19,4,5
2885,2015-03-22,whole milk,14,4,6
1435,2015-04-24,yogurt,15,4,6
1887,2015-02-03,condensed milk,22,4,2
4776,2015-03-26,bottled beer,17,4,4
4313,2015-05-16,berries,10,4,1
3545,2015-08-28,whipped/sour cream,11,4,2
2307,2015-03-12,grapes,11,4,2
1215,2015-01-18,other vegetables,9,4,3
1428,2015-01-18,pip fruit,13,4,4
4297,2015-10-27,citrus fruit,23,4,3
1812,2015-10-14,soft cheese,4,4,2
2217,2015-12-02,tropical fruit,8,4,2
2378,2015-04-15,pork,4,4,2
2397,2015-06-23,pip fruit,6,4,3
3419,2015-08-20,root vegetables,10,4,2
4131,2015-03-29,UHT-milk,11,4,2
2220,2015-08-04,soda,6,4,2
3870,2015-03-21,root vegetables,6,4,3
1483,2015-06-14,canned beer,20,4,2
3449,2015-11-29,soda,8,4,2
1959,2015-12-13,pastry,19,4,2
4825,2015-01-17,brown bread,14,4,2
3289,2015-05-02,curd,29,4,4
1256,2015-08-29,herbs,12,4,2
3369,2015-03-23,beef,15,4,1
2191,2015-10-25,whole milk,10,4,5
4645,2015-12-06,hamburger meat,20,4,1
3818,2015-08-08,sugar,15,4,2
3857,2015-11-04,whole milk,14,4,2
3651,2015-07-31,butter milk,21,4,1
3689,2015-07-29,whole milk,10,4,7
2361,2015-10-03,other vegetables,10,4,7
2513,2015-12-15,detergent,12,4,1
2110,2015-07-29,tropical fruit,8,4,2
4895,2015-07-21,whole milk,11,4,3
2756,2015-07-31,rolls/buns,10,4,5
1960,2015-01-09,rolls/buns,4,4,3
3924,2015-10-29,root vegetables,14,4,5
3020,2015-08-27,fruit/vegetable juice,8,4,1
4531,2015-08-10,brown bread,17,4,2
4901,2015-02-14,whole milk,8,4,6
3787,2015-09-24,pip fruit,9,4,3
3688,2015-09-24,tropical fruit,15,4,2
4717,2015-04-10,yogurt,15,4,1
2210,2015-09-25,whole milk,19,4,3
4152,2015-05-29,white bread,16,4,1
4507,2015-06-18,pastry,6,4,2
1118,2015-05-13,rolls/buns,18,4,2
4953,2015-05-07,whole milk,16,4,1
4417,2015-01-21,tropical fruit,15,4,5
2358,2015-12-15,chicken,9,4,2
3122,2015-02-05,sausage,24,4,3
3920,2015-05-10,margarine,11,4,2
4592,2015-12-08,pork,16,4,1
1326,2015-11-09,beef,11,4,3
3729,2015-11-29,specialty bar,8,4,1
2627,2015-10-31,other vegetables,8,4,5
3393,2015-11-07,pastry,20,4,3
4302,2015-08-03,instant coffee,20,4,1
1734,2015-02-15,whipped/sour cream,17,4,3
3635,2015-02-26,grapes,21,4,2
3232,2015-12-18,other vegetables,16,4,4
2805,2015-04-18,packaged fruit/vegetables,11,4,1
2214,2015-01-19,red/blush wine,4,4,1
4725,2015-12-02,whole milk,10,4,5
4975,2015-11-02,whole milk,13,4,4
3393,2015-02-23,onions,20,4,2
4456,2015-08-08,coffee,17,4,1
4744,2015-08-29,whole milk,15,4,3
1264,2015-07-30,other vegetables,17,4,6
3104,2015-05-18,yogurt,18,4,1
4966,2015-01-25,packaged fruit/vegetables,6,4,1
4183,2015-01-15,whole milk,17,4,4
3786,2015-02-10,pastry,13,4,1
3299,2015-02-28,bottled water,11,4,5
1656,2015-07-07,dessert,12,4,2
4753,2015-03-05,sugar,23,4,1
2857,2015-04-18,tropical fruit,15,4,2
3692,2015-10-18,processed cheese,12,4,1
2613,2015-08-23,semi-finished bread,17,4,1
3509,2015-07-08,pip fruit,14,4,4
3048,2015-10-06,rolls/buns,19,4,4
1160,2015-08-21,beef,15,4,2
2629,2015-04-26,whole milk,19,4,5
1444,2015-06-06,syrup,20,4,1
2578,2015-12-01,root vegetables,18,4,3
4184,2015-06-28,soda,8,4,2
3201,2015-11-27,berries,17,4,2
3311,2015-05-02,root vegetables,8,4,3
4294,2015-01-08,frozen vegetables,14,4,2
2283,2015-01-18,frozen meals,7,4,2
3325,2015-11-07,root vegetables,13,4,3
3621,2015-11-02,domestic eggs,18,4,1
1968,2015-10-03,whole milk,11,4,2
3717,2015-04-01,yogurt,10,4,3
4704,2015-08-18,hamburger meat,11,4,2
3904,2015-05-11,grapes,8,4,1
2336,2015-10-07,sparkling wine,11,4,1
3546,2015-11-22,other vegetables,8,4,2
3797,2015-08-23,tropical fruit,15,4,2
4607,2015-12-15,margarine,8,4,3
4522,2015-05-18,soda,8,4,4
4695,2015-10-13,brandy,26,4,1
4919,2015-03-30,hard cheese,8,4,1
3289,2015-03-15,yogurt,29,4,5
1200,2015-09-26,dessert,8,4,1
3789,2015-09-06,brandy,11,4,1
1289,2015-11-08,salty snack,11,4,2
2415,2015-04-29,coffee,14,4,3
1943,2015-09-30,whole milk,20,4,9
3685,2015-08-26,soda,10,4,3
3447,2015-11-27,ice cream,13,4,1
2164,2015-10-08,bottled water,25,4,3
4107,2015-02-05,frozen fish,12,4,1
2744,2015-05-19,soft cheese,8,4,1
1051,2015-08-12,soda,20,4,3
2087,2015-04-09,whole milk,10,4,6
1020,2015-10-13,spices,10,4,1
2443,2015-01-12,root vegetables,21,5,2
4911,2015-01-07,UHT-milk,10,5,1
3835,2015-09-16,whole milk,21,5,3
2363,2015-05-22,frozen meals,11,5,2
2344,2015-04-19,cream cheese ,25,5,3
3911,2015-02-15,dessert,16,5,1
1450,2015-07-08,bottled beer,16,5,4
3495,2015-11-18,sliced cheese,22,5,2
1625,2015-11-27,rolls/buns,18,5,5
3265,2015-12-09,chocolate,7,5,1
3247,2015-11-01,canned beer,24,5,3
1777,2015-07-08,butter milk,20,5,1
1862,2015-09-05,butter,15,5,1
2942,2015-02-01,brown bread,12,7,1
2932,2015-01-22,bottled beer,17,7,2
4049,2015-08-01,specialty chocolate,12,7,1
1954,2015-08-06,canned fish,11,7,1
2321,2015-06-16,domestic eggs,13,7,1
2930,2015-03-23,soda,14,7,2
3214,2015-03-27,canned beer,15,7,3
4877,2015-06-20,brown bread,21,7,1
1277,2015-06-07,yogurt,15,7,1
2239,2015-12-13,popcorn,12,7,1
4929,2015-03-26,bottled beer,14,7,4
1390,2015-03-02,other vegetables,12,7,4
1870,2015-09-09,soda,25,7,4
3405,2015-04-03,other vegetables,18,7,3
2338,2015-12-08,salty snack,11,7,3
2051,2015-09-11,long life bakery product,33,7,1
3504,2015-07-06,frozen meals,19,7,1
3405,2015-04-13,rolls/buns,18,7,2
2512,2015-09-02,pastry,26,7,1
4038,2015-11-06,bottled water,14,7,3
1759,2015-09-26,other vegetables,12,7,5
2813,2015-10-01,whole milk,16,7,2
3055,2015-08-18,other vegetables,7,7,8
1733,2015-03-18,salty snack,17,7,2
1913,2015-08-18,curd,16,7,2
4864,2015-03-27,tropical fruit,25,7,2
4812,2015-05-27,curd,15,7,2
3042,2015-10-05,UHT-milk,22,7,2
4988,2015-10-04,specialty bar,18,7,1
4486,2015-07-21,pork,26,7,1
4069,2015-05-03,pastry,11,7,1
4600,2015-07-14,whole milk,11,7,5
3588,2015-05-05,ketchup,13,7,1
4175,2015-01-29,frozen meals,7,7,1
2599,2015-07-30,nuts/prunes,15,7,1
4671,2015-07-15,root vegetables,22,7,1
2270,2015-06-09,seasonal products,22,7,1
2494,2015-05-05,soft cheese,17,8,2
1406,2015-12-28,bottled beer,12,8,2
3910,2015-12-18,rolls/buns,14,8,3
3358,2015-02-21,rolls/buns,18,8,3
1943,2015-01-14,cocoa drinks,20,8,1
1995,2015-06-12,root vegetables,17,8,4
4666,2015-02-24,margarine,20,8,1
1994,2015-03-11,whole milk,14,8,7
4892,2015-01-09,pork,12,8,2
3531,2015-08-29,dish cleaner,17,8,1
1148,2015-04-15,whole milk,19,8,7
1787,2015-10-31,chocolate,13,8,2
4215,2015-05-31,rolls/buns,18,8,4
2158,2015-08-01,whole milk,11,8,7
2510,2015-09-29,whole milk,14,8,5
3180,2015-10-19,rolls/buns,36,8,3
3207,2015-08-08,frozen potato products,15,8,1
1226,2015-11-12,specialty bar,10,8,1
1682,2015-06-25,whipped/sour cream,20,8,3
1509,2015-11-04,UHT-milk,18,8,1
2364,2015-06-21,rolls/buns,15,8,3
4679,2015-11-10,pip fruit,22,8,2
4324,2015-01-05,pastry,14,8,3
3497,2015-06-14,brown bread,23,8,2
1008,2015-07-21,yogurt,12,8,4
4572,2015-10-29,pastry,18,8,2
4030,2015-07-04,tropical fruit,20,8,3
2422,2015-08-12,tropical fruit,11,8,2
2694,2015-11-24,ham,19,8,1
3481,2015-08-03,root vegetables,16,8,2
3821,2015-01-03,pastry,17,8,4
3752,2015-08-20,sausage,27,8,3
3262,2015-12-08,bottled beer,16,8,2
1370,2015-06-28,white bread,13,8,6
1090,2015-08-31,specialty chocolate,12,8,1
3862,2015-11-18,dog food,21,8,1
4495,2015-04-08,sparkling wine,23,8,2
2492,2015-11-01,other vegetables,21,8,6
4688,2015-08-01,condensed milk,16,8,1
3633,2015-07-14,coffee,16,8,1
3709,2015-08-08,waffles,21,8,1
1220,2015-02-09,napkins,17,8,2
4236,2015-11-25,canned beer,14,8,1
3308,2015-08-19,whole milk,28,8,11
1183,2015-06-12,dessert,16,8,1
1999,2015-08-24,ice cream,16,8,2
4828,2015-10-11,canned beer,24,8,4
3608,2015-10-12,prosecco,14,8,1
3983,2015-09-09,berries,11,8,2
3460,2015-07-24,root vegetables,16,8,2
1703,2015-02-21,tropical fruit,14,8,1
3002,2015-08-13,frozen meals,17,6,1
4836,2015-08-17,ham,19,6,1
1561,2015-06-05,whole milk,20,6,5
4731,2015-04-04,yogurt,6,6,3
3812,2015-11-13,meat,20,6,1
2097,2015-10-01,yogurt,11,6,2
4986,2015-01-28,frozen vegetables,12,6,2
4742,2015-11-15,citrus fruit,15,6,4
2502,2015-04-15,salt,14,6,1
1135,2015-07-10,shopping bags,10,6,2
2403,2015-02-14,chocolate,13,6,2
4234,2015-07-17,domestic eggs,20,6,1
4068,2015-12-11,pip fruit,12,6,4
2311,2015-06-30,oil,18,6,1
1353,2015-01-21,butter milk,21,6,2
3251,2015-07-05,butter,21,6,4
1748,2015-03-08,roll products ,19,6,1
1638,2015-03-12,hard cheese,8,6,1
2170,2015-02-10,citrus fruit,10,6,4
3903,2015-02-06,hygiene articles,19,6,3
1245,2015-06-27,soda,20,6,6
3237,2015-06-28,butter milk,13,6,1
1808,2015-07-21,rolls/buns,10,3,4
2552,2015-01-05,tropical fruit,13,3,3
2300,2015-09-19,other vegetables,10,3,7
1187,2015-12-12,onions,7,3,1
3037,2015-02-01,other vegetables,5,3,6
4941,2015-02-14,citrus fruit,26,3,3
4501,2015-05-08,bottled water,13,3,2
3803,2015-12-23,citrus fruit,19,3,4
2762,2015-03-20,specialty bar,9,3,3
4119,2015-02-12,citrus fruit,9,3,1
1340,2015-02-24,rolls/buns,14,3,4
2193,2015-04-14,specialty chocolate,27,5,1
1997,2015-07-21,canned beer,21,5,6
4546,2015-09-03,waffles,11,5,3
4736,2015-07-21,soda,11,5,6
1959,2015-03-30,soft cheese,19,5,1
1974,2015-05-03,frozen meals,5,5,4
2421,2015-09-02,yogurt,21,5,2
1513,2015-08-03,napkins,10,5,1
1905,2015-07-07,seasonal products,26,5,1
2810,2015-09-08,curd,17,5,2
2867,2015-11-12,chicken,15,5,1
3962,2015-09-18,coffee,14,5,2
1088,2015-11-30,other vegetables,9,5,2
4976,2015-07-17,tropical fruit,7,5,1
4056,2015-06-12,liquor,16,5,1
3611,2015-02-13,domestic eggs,7,5,2
1420,2015-01-14,syrup,11,5,1
4286,2015-03-08,spread cheese,13,5,1
4918,2015-01-27,fruit/vegetable juice,5,5,3
4783,2015-10-22,bottled beer,21,5,2
3709,2015-10-26,other vegetables,21,5,1
4289,2015-10-08,other vegetables,9,5,5
1559,2015-10-03,napkins,7,5,1
2900,2015-04-11,dishes,12,5,1
1905,2015-02-21,sausage,26,5,3
3527,2015-09-29,frozen vegetables,12,5,2
1495,2015-01-09,specialty bar,9,5,2
3558,2015-04-03,red/blush wine,17,5,1
3128,2015-04-20,specialty bar,17,5,2
1863,2015-08-04,cream cheese ,14,5,2
3841,2015-07-19,whole milk,17,5,6
3903,2015-10-06,rolls/buns,19,5,4
2658,2015-10-16,yogurt,7,5,2
4272,2015-06-06,grapes,27,5,1
1120,2015-09-26,rice,17,5,1
2676,2015-08-15,whipped/sour cream,14,5,2
1697,2015-05-21,frozen vegetables,15,5,1
2507,2015-08-25,soda,13,5,3
4620,2015-03-11,other vegetables,9,5,2
3365,2015-02-01,whole milk,15,5,9
2978,2015-06-05,condensed milk,19,5,1
2910,2015-07-28,frozen meals,15,5,1
1061,2015-09-05,root vegetables,14,5,1
3276,2015-04-03,sausage,15,5,3
1326,2015-06-19,ham,11,5,2
3023,2015-07-28,bottled beer,9,5,2
2185,2015-10-11,canned beer,11,5,4
3552,2015-06-16,tropical fruit,13,5,3
1967,2015-01-20,brown bread,15,5,1
4708,2015-03-20,butter,14,5,1
2874,2015-02-15,onions,16,5,1
4177,2015-04-13,grapes,10,5,1
1663,2015-02-07,butter,13,5,1
2632,2015-03-02,root vegetables,24,5,6
1377,2015-03-14,herbs,11,5,2
4162,2015-12-22,yogurt,14,5,1
2270,2015-07-01,misc. beverages,22,5,2
4829,2015-11-03,pip fruit,5,5,3
3811,2015-04-14,soda,21,5,3
4766,2015-09-29,bottled beer,17,5,4
2436,2015-04-12,other vegetables,11,5,2
3860,2015-05-05,bottled beer,7,5,1
4875,2015-05-12,brown bread,29,5,1
1587,2015-07-01,yogurt,13,5,2
4038,2015-07-08,salty snack,14,5,2
4750,2015-09-21,butter,11,5,1
1199,2015-12-10,flour,13,5,1
1603,2015-09-30,whipped/sour cream,15,5,2
3111,2015-01-31,rolls/buns,16,5,5
3894,2015-12-13,cream cheese ,12,5,1
1456,2015-09-18,frozen vegetables,18,7,1
2022,2015-03-04,sugar,23,5,2
2505,2015-11-30,processed cheese,11,4,1
4851,2015-12-20,pip fruit,14,4,3
4293,2015-08-04,bottled water,22,4,4
2775,2015-11-06,whole milk,10,4,7
3693,2015-02-18,beef,8,4,2
1202,2015-07-22,root vegetables,10,4,1
3699,2015-08-23,beef,9,4,2
4152,2015-04-15,whole milk,16,4,7
4155,2015-01-26,herbs,17,4,2
4010,2015-12-29,yogurt,6,4,2
4389,2015-10-20,shopping bags,17,4,1
3746,2015-08-17,newspapers,13,4,2
2560,2015-05-17,other vegetables,24,4,3
1503,2015-07-25,meat,9,4,1
2555,2015-12-23,yogurt,16,4,2
